Volgorde;group_straatadvertenties/Foto_advertentie;Link Sciensano Server;group_straatadvertenties/Foto_advertentie_URL;Record_your_current_location;lat;lon;group_straatadvertenties/_Record_your_current_location_latitude;group_straatadvertenties/_Record_your_current_location_longitude;group_straatadvertenties/_Record_your_current_location_altitude;group_straatadvertenties/_Record_your_current_location_precision;_index;_parent_table_name;_parent_index;_submission__id;_submission__uuid;_submission__submission_time;_submission__validation_status;_submission__notes;_submission__status;_submission__submitted_by;_submission__tags;Type advertentie;public transport (Y/N);Promo char;Desc promo char;Premium offers;Desc premium offer;Nr food;Naam voedingsmiddel;Merk voedingsmiddel;Category (WHO);UPF;Gezond leven voedingscategorie;Gezond leven voorkeursindeling;Opmerkingen
4910;1669283626191.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283626191.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283626191.jpg;51.2143014 4.4102373 52.3 2.72;512.143.014;44.102.373;512.143.014;44.102.373;52.3;2.72;2867;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;1;;Ben & jerry´s;5;4;13;E;
4911;1669283626191.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283626191.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283626191.jpg;51.2143014 4.4102373 52.3 2.72;512.143.014;44.102.373;512.143.014;44.102.373;52.3;2.72;2867;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;2;Magnum;Ola;5;4;13;E;
4912;1669283626191.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283626191.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283626191.jpg;51.2143014 4.4102373 52.3 2.72;512.143.014;44.102.373;512.143.014;44.102.373;52.3;2.72;2867;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;3;Cornetto;Ola;5;4;13;E;
4913;1669283652727.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283652727.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283652727.jpg;51.2142698 4.4101891 48.699999999999996 3.366;512.142.698;44.101.891;512.142.698;44.101.891;48.699.999.999.999.900;3.366;2869;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;7;N;;;;;;;Frituur de petaat;NA;;NA;;
4914;1669283662835.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283662835.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283662835.jpg;51.2142315 4.4101647 47.599999999999994 2.966;512.142.315;44.101.647;512.142.315;44.101.647;47.599.999.999.999.900;2.966;2870;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;;Bicky burger;Frituur de petaat;14;4;12;D;
4915;1669283676646.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283676646.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283676646.jpg;51.2142488 4.4101246 48.099999999999994 3.566;512.142.488;44.101.246;512.142.488;44.101.246;48.099.999.999.999.900;3.566;2871;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;1;Friet speciaal;Frituur de petaat;16;4;13;E;
4916;1669283676646.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283676646.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283676646.jpg;51.2142488 4.4101246 48.099999999999994 3.566;512.142.488;44.101.246;512.142.488;44.101.246;48.099.999.999.999.900;3.566;2871;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;2;Friet oorlog;Frituur de petaat;16;4;13;E;
4917;1669283676646.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283676646.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283676646.jpg;51.2142488 4.4101246 48.099999999999994 3.566;512.142.488;44.101.246;512.142.488;44.101.246;48.099.999.999.999.900;3.566;2871;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;3;Friet bolognese;Frituur de petaat;16;4;13;E;
4918;1669283676646.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283676646.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283676646.jpg;51.2142488 4.4101246 48.099999999999994 3.566;512.142.488;44.101.246;512.142.488;44.101.246;48.099.999.999.999.900;3.566;2871;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;4;Friet de petaat;Frituur de petaat;16;4;13;E;
4919;1669283688549.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283688549.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283688549.jpg;51.2143158 4.4101 49.9 3.24;512.143.158;44.101;512.143.158;44.101;49.9;3.24;2872;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;1;Stoofvleessaus;Frituur de petaat;14;4;12;D;
4920;1669283688549.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283688549.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283688549.jpg;51.2143158 4.4101 49.9 3.24;512.143.158;44.101;512.143.158;44.101;49.9;3.24;2872;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;2;Vol-au-vent;Frituur de petaat;14;4;12;D;
4921;1669283688549.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283688549.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283688549.jpg;51.2143158 4.4101 49.9 3.24;512.143.158;44.101;512.143.158;44.101;49.9;3.24;2872;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;3;Goulash;Frituur de petaat;14;4;12;D;
4922;1669283744510.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283744510.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283744510.jpg;51.214237 4.4098544 48.599999999999994 3.0;51.214.237;44.098.544;51.214.237;44.098.544;48.599.999.999.999.900;3;2873;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;7;N;;;;;1;;Fons;NA;;NA;;
4923;1669283744510.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283744510.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283744510.jpg;51.214237 4.4098544 48.599999999999994 3.0;51.214.237;44.098.544;51.214.237;44.098.544;48.599.999.999.999.900;3;2873;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;2;;Duvel;A;5;A;;
4924;1669283766865.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283766865.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283766865.jpg;51.214147 4.4097054 47.699999999999996 3.8;51.214.147;44.097.054;51.214.147;44.097.054;47.699.999.999.999.900;3.8;2874;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;;;Stella artois;A;5;A;;
4925;1669283793422.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283793422.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283793422.jpg;51.2139664 4.4094913 38.599999999999994 4.416;512.139.664;44.094.913;512.139.664;44.094.913;38.599.999.999.999.900;4.416;2875;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;7;N;;;;;1;;Christoffel;NA;;NA;;
4926;1669283793422.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283793422.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283793422.jpg;51.2139664 4.4094913 38.599999999999994 4.416;512.139.664;44.094.913;512.139.664;44.094.913;38.599.999.999.999.900;4.416;2875;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;2;;Stella artois;A;5;A;;
4927;1669283793422.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283793422.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283793422.jpg;51.2139664 4.4094913 38.599999999999994 4.416;512.139.664;44.094.913;512.139.664;44.094.913;38.599.999.999.999.900;4.416;2875;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;3;;Duvel;A;5;A;;
4928;1669283793422.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283793422.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283793422.jpg;51.2139664 4.4094913 38.599999999999994 4.416;512.139.664;44.094.913;512.139.664;44.094.913;38.599.999.999.999.900;4.416;2875;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;4;Tripel d´Anvers;De koninck;A;5;A;;
4929;1669283947658.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669283947658.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669283947658.jpg;51.2145549 4.4108856 72.69999999999999 2.216;512.145.549;44.108.856;512.145.549;44.108.856;7.269.999.999.999.990;2.216;2876;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;;;Stella artois;A;5;A;;
4930;1669284274527.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284274527.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284274527.jpg;51.2171874 4.4144492 40.199999999999996 3.466;512.171.874;44.144.492;512.171.874;44.144.492;40.199.999.999.999.900;3.466;2877;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;1;Iced latte;Opera pancakehouse;4b;4;10;E;
4931;1669284274527.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284274527.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284274527.jpg;51.2171874 4.4144492 40.199999999999996 3.466;512.171.874;44.144.492;512.171.874;44.144.492;40.199.999.999.999.900;3.466;2877;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;2;Strawberry lemonade;Opera pancakehouse;4d  ;4;1;E;
4932;1669284274527.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284274527.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284274527.jpg;51.2171874 4.4144492 40.199999999999996 3.466;512.171.874;44.144.492;512.171.874;44.144.492;40.199.999.999.999.900;3.466;2877;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;3;Tropische smoothie;Opera pancakehouse;4a;4;3;C;
4933;1669284274527.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284274527.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284274527.jpg;51.2171874 4.4144492 40.199999999999996 3.466;512.171.874;44.144.492;512.171.874;44.144.492;40.199.999.999.999.900;3.466;2877;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;4;Bosvruchten smoothie;Opera pancakehouse;4b;4;10;E;
4934;1669284274527.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284274527.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284274527.jpg;51.2171874 4.4144492 40.199999999999996 3.466;512.171.874;44.144.492;512.171.874;44.144.492;40.199.999.999.999.900;3.466;2877;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;5;Strawberry latte;Opera pancakehouse;4b;4;10;E;
4935;1669284287504.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284287504.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284287504.jpg;51.2171519 4.4144363 41.099999999999994 3.55;512.171.519;44.144.363;512.171.519;44.144.363;41.099.999.999.999.900;3.55;2878;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;1;Ijs;Opera pancakehouse;5;4;13;E;
4936;1669284287504.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284287504.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284287504.jpg;51.2171519 4.4144363 41.099999999999994 3.55;512.171.519;44.144.363;512.171.519;44.144.363;41.099.999.999.999.900;3.55;2878;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;2;Stawberry waffle;Opera pancakehouse;2;4;13;E;
4937;1669284287504.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284287504.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284287504.jpg;51.2171519 4.4144363 41.099999999999994 3.55;512.171.519;44.144.363;512.171.519;44.144.363;41.099.999.999.999.900;3.55;2878;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;3;Kinder bueno waffle;Opera pancakehouse;2;4;13;E;
4938;1669284287504.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284287504.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284287504.jpg;51.2171519 4.4144363 41.099999999999994 3.55;512.171.519;44.144.363;512.171.519;44.144.363;41.099.999.999.999.900;3.55;2878;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;4;Bana strawberry waffle;Opera pancakehouse;2;4;13;E;
4939;1669284287504.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284287504.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284287504.jpg;51.2171519 4.4144363 41.099999999999994 3.55;512.171.519;44.144.363;512.171.519;44.144.363;41.099.999.999.999.900;3.55;2878;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;5;Opera oreo waffle;Opera pancakehouse;2;4;13;E;
4940;1669284287504.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284287504.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284287504.jpg;51.2171519 4.4144363 41.099999999999994 3.55;512.171.519;44.144.363;512.171.519;44.144.363;41.099.999.999.999.900;3.55;2878;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;6;N;;;;;6;Opera strawberry waffle;Opera pancakehouse;2;4;13;E;
4941;1669284360484.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284360484.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284360484.jpg;51.2178074 4.4147743 45.699999999999996 3.6;512.178.074;44.147.743;512.178.074;44.147.743;45.699.999.999.999.900;3.6;2879;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Leffe;A;5;A;;
4942;1669284360484.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\antwerpen24112022\all_voedingsadvertenties_29112022\1669284360484.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F959aff80-c0c1-4b98-94f8-fbed0b4f3265%2F1669284360484.jpg;51.2178074 4.4147743 45.699999999999996 3.6;512.178.074;44.147.743;512.178.074;44.147.743;45.699.999.999.999.900;3.6;2879;Voedingsadvertenties;133;203060439;959aff80-c0c1-4b98-94f8-fbed0b4f3265;2022-11-24T12:13:20;;;submitted_via_web;vincentsmets;;9;N;;;;;2;;Omer;A;5;A;;
