Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6818862fcd74849162e0d9d1,5be3252a2dedc30001869bf8,APPROVED,Not Applicable,2025-05-05T09:35:03.740000Z,2025-05-05T09:48:21.106000Z,2025-05-05T12:20:02.797000Z,2025-05-05T09:48:21.690748Z,798.0,CI33ZIL0,1043,"Dutch, French, English",32,Female,White,Belgium,Belgium,Belgium,Dutch,No,Full-Time
681886369fc663b219515369,63146dd2be7df4249576455a,APPROVED,Not Applicable,2025-05-05T09:34:50.563000Z,2025-05-05T09:54:34.229000Z,2025-05-05T12:20:03.055000Z,2025-05-05T09:54:34.827289Z,1184.0,CI33ZIL0,121,Dutch,28,Male,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Part-Time
6818866b10d7187a8a17dc0b,6672fc4171bee004460c0cf9,APPROVED,Not Applicable,2025-05-05T09:35:43.880000Z,2025-05-05T09:54:48.543000Z,2025-05-05T12:20:03.406000Z,2025-05-05T09:54:49.058390Z,1145.0,CI33ZIL0,211,Dutch,52,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
681887479d7336122ece0e8d,672c8eb2375779fa1ac285a3,APPROVED,Not Applicable,2025-05-05T09:39:23.027000Z,2025-05-05T09:53:48.537000Z,2025-05-05T12:20:03.698000Z,2025-05-05T09:53:49.147622Z,866.0,CI33ZIL0,166,Dutch,26,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
681887a17af1833a2790edde,66a3cbde0c2cfa227b96fa47,APPROVED,Not Applicable,2025-05-05T09:40:57.970000Z,2025-05-05T10:10:14.251000Z,2025-05-05T12:20:03.973000Z,2025-05-05T10:10:14.756578Z,1757.0,CI33ZIL0,213,"Dutch, English, Swedish, Portuguese",31,Female,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
681887af85891eb59a72fdf0,5b8e7abc14e8c6000105953a,APPROVED,Not Applicable,2025-05-05T09:42:15.964000Z,2025-05-05T09:57:34.548000Z,2025-05-05T12:20:04.280000Z,2025-05-05T09:57:35.062123Z,919.0,CI33ZIL0,371,"Dutch, English",28,Female,White,Belgium,Belgium,Belgium,Dutch,No,Full-Time
6818882064eb83372190d16a,667976102ecfd4d005bd60c0,APPROVED,Not Applicable,2025-05-05T09:43:00.851000Z,2025-05-05T10:05:18.224000Z,2025-05-05T12:20:05.267000Z,2025-05-05T10:05:18.731871Z,1338.0,CI33ZIL0,69,Dutch,24,Female,White,Netherlands,Netherlands,Netherlands,Dutch,No,Unemployed (and job seeking)
6818886aacaae2261c69a76f,6102f72754cf6f6ae1e6f165,APPROVED,Not Applicable,2025-05-05T09:44:14.377000Z,2025-05-05T09:54:57.402000Z,2025-05-05T12:20:06.743000Z,2025-05-05T09:54:58.011219Z,644.0,CI33ZIL0,152,"English, Dutch",26,Female,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Part-Time
6818886e3a13b6a343a292e0,6563514258fc1a6958660b37,APPROVED,Not Applicable,2025-05-05T09:44:17.845000Z,2025-05-05T09:58:54.738000Z,2025-05-05T12:20:08.502000Z,2025-05-05T09:58:55.360115Z,877.0,CI33ZIL0,151,Dutch,21,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
68188873fcced53ad61a0e09,66640152423023389d37d9fa,RETURNED,Not Applicable,2025-05-05T09:44:22.395000Z,,,2025-05-06T13:30:43.874536Z,,,141,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6818888420d1940b30832279,5dea40ce11744715c8ea2855,APPROVED,Not Applicable,2025-05-05T09:44:41.292000Z,2025-05-05T10:01:56.522000Z,2025-05-05T12:20:08.893000Z,2025-05-05T10:01:57.059401Z,1036.0,CI33ZIL0,409,"Dutch, English, Turkish",42,Male,White,Turkey,Netherlands,Turkey,Turkish,DATA_EXPIRED,DATA_EXPIRED
681888b1808053b877f15c86,63fbcdd235502a87adcf21cc,APPROVED,Not Applicable,2025-05-05T09:45:27.523000Z,2025-05-05T10:08:01.475000Z,2025-05-05T12:20:10.238000Z,2025-05-05T10:08:01.965237Z,1354.0,CI33ZIL0,125,"Dutch, English",27,Male,Black,Curacao,Netherlands,Netherlands,Dutch,DATA_EXPIRED,DATA_EXPIRED
681888c5deeb982a655ad3a4,647d94be8426dcb4838d8f73,APPROVED,Not Applicable,2025-05-05T09:45:47.898000Z,2025-05-05T10:01:38.818000Z,2025-05-05T12:20:10.530000Z,2025-05-05T10:01:39.362941Z,951.0,CI33ZIL0,48,Dutch,31,Male,White,Belgium,Belgium,Belgium,Dutch,DATA_EXPIRED,DATA_EXPIRED
681888c624326eeddcd5999d,654a43cd8c0139b6626099fd,APPROVED,Not Applicable,2025-05-05T09:45:46.526000Z,2025-05-05T10:01:29.384000Z,2025-05-05T12:20:10.809000Z,2025-05-05T10:01:29.892528Z,943.0,CI33ZIL0,132,Dutch,28,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
681888f82da3bf55aec0f558,650f06d2017a53e840c5af61,APPROVED,Not Applicable,2025-05-05T09:46:35.932000Z,2025-05-05T10:10:49.359000Z,2025-05-05T12:20:11.061000Z,2025-05-05T10:10:49.887725Z,1454.0,CI33ZIL0,444,"Dutch, English",23,Male,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,DATA_EXPIRED
6818891a73d6ab33017cff79,5c782149396b890001d98a64,APPROVED,Not Applicable,2025-05-05T09:47:09.946000Z,2025-05-05T10:00:27.862000Z,2025-05-05T12:20:11.344000Z,2025-05-05T10:00:28.972698Z,798.0,CI33ZIL0,342,Dutch,29,Female,White,Netherlands,Netherlands,Netherlands,Dutch,No,Part-Time
6818894370aa52d2d1e306b4,5cda5b38480d7d00196cd9c0,APPROVED,Not Applicable,2025-05-05T09:47:51.616000Z,2025-05-05T10:01:03.478000Z,2025-05-05T12:20:11.620000Z,2025-05-05T10:01:03.902128Z,792.0,CI33ZIL0,457,Dutch,29,Female,White,Netherlands,Netherlands,Netherlands,Dutch,No,Unemployed (and job seeking)
6818894998189ee82f2799dd,634dc1827697018f28061c87,APPROVED,Not Applicable,2025-05-05T09:47:56.901000Z,2025-05-05T09:58:48.460000Z,2025-05-05T12:20:11.907000Z,2025-05-05T09:58:49.047483Z,652.0,CI33ZIL0,254,Dutch,28,Female,White,Netherlands,Netherlands,Netherlands,Dutch,No,DATA_EXPIRED
6818896861f5adb9b65999bb,64198f68fdc835f745762cc3,APPROVED,Not Applicable,2025-05-05T09:48:32.219000Z,2025-05-05T10:14:25.729000Z,2025-05-05T12:20:12.183000Z,2025-05-05T10:14:26.220226Z,1554.0,CI33ZIL0,294,Dutch,21,Female,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Unemployed (and job seeking)
681889b46d7d4d315cd074f7,6659ffab0fcf6d77105fe220,APPROVED,Not Applicable,2025-05-05T09:49:44.055000Z,2025-05-05T10:00:42.169000Z,2025-05-05T12:20:12.467000Z,2025-05-05T10:00:42.659412Z,659.0,CI33ZIL0,320,"Dutch, English",27,Female,White,United Kingdom,Netherlands,United Kingdom,English,Yes,Full-Time
68188aa49147de8be192a88e,672a315f5ffd0405912274c1,APPROVED,Not Applicable,2025-05-05T09:54:22.974000Z,2025-05-05T10:08:52.405000Z,2025-05-05T12:20:12.741000Z,2025-05-05T10:08:52.877696Z,870.0,CI33ZIL0,231,"English, Dutch, French",24,Male,Other,Belgium,Belgium,Belgium,French,No,Part-Time
68188ab2d4538fc5bfbf9ff0,61269959239167c3e612bc52,APPROVED,Not Applicable,2025-05-05T09:53:58.200000Z,2025-05-05T10:01:36.482000Z,2025-05-05T12:20:13.009000Z,2025-05-05T10:01:37.080896Z,459.0,CI33ZIL0,699,"Dutch, English",24,Female,Mixed,Netherlands,Netherlands,Netherlands,Dutch,Yes,DATA_EXPIRED
68188b5be76ff6d35c7c36f6,5796466d25cb71000128b16c,APPROVED,Not Applicable,2025-05-05T09:56:49.233000Z,2025-05-05T10:25:01.877000Z,2025-05-05T12:20:13.295000Z,2025-05-05T10:25:02.345101Z,1693.0,CI33ZIL0,946,"Belarusian, Dutch",54,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
68188c14db951cf3ee5c3522,5e9f0c1c6a466e070d4f2da4,APPROVED,Not Applicable,2025-05-05T09:59:57.160000Z,2025-05-05T10:11:27.806000Z,2025-05-05T12:20:13.560000Z,2025-05-05T10:11:28.280646Z,691.0,CI33ZIL0,331,Dutch,29,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
68188d4e111407be13983761,5ba8a1d2c16a9c0001497a21,APPROVED,Not Applicable,2025-05-05T10:05:14.932000Z,2025-05-05T10:15:10.263000Z,2025-05-05T12:20:13.831000Z,2025-05-05T10:15:10.731912Z,596.0,CI33ZIL0,1248,"Dutch, English, French",33,Male,White,Belgium,Belgium,Belgium,Dutch,No,Full-Time
68188d610598459b6230caef,5d1f54b95538e6001a843293,APPROVED,Not Applicable,2025-05-05T10:05:27.170000Z,2025-05-05T10:17:11.704000Z,2025-05-05T12:20:14.076000Z,2025-05-05T10:17:12.215527Z,705.0,CI33ZIL0,270,Dutch,42,Female,White,Netherlands,Belgium,Netherlands,Dutch,Yes,Unemployed (and job seeking)
68188da61da806d4f4b00d9b,65ccd215d0df2ef8ed9e16c0,APPROVED,Not Applicable,2025-05-05T10:06:36.550000Z,2025-05-05T10:19:51.047000Z,2025-05-05T12:20:14.353000Z,2025-05-05T10:19:51.564863Z,795.0,CI33ZIL0,32,Dutch,19,Female,White,Belgium,Belgium,Belgium,Dutch,Yes,Other
68188da7b7f45a53e5f8e1aa,6482f8b93bfd2bc0f245e504,APPROVED,Not Applicable,2025-05-05T10:06:59.032000Z,2025-05-05T10:22:37.170000Z,2025-05-05T12:20:14.641000Z,2025-05-05T10:22:37.687100Z,939.0,CI33ZIL0,210,Dutch,57,Female,White,Netherlands,Netherlands,Netherlands,Dutch,No,DATA_EXPIRED
68188dee90ccd889528743d9,65798c4acc7fdd994909cb76,RETURNED,Not Applicable,2025-05-05T10:07:49.541000Z,,,2025-05-06T13:30:44.891025Z,,,887,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68188f09daded748db9b1cb9,6664a29807e75330a8b53aed,APPROVED,Not Applicable,2025-05-05T10:12:34.062000Z,2025-05-05T10:29:30.492000Z,2025-05-05T12:20:14.903000Z,2025-05-05T10:29:30.987909Z,1017.0,CI33ZIL0,28,"Dutch, English",21,Male,White,Netherlands,Netherlands,Netherlands,English,No,Full-Time
68188f6ba044b80895c5198b,6637e478953d2d80e1092b7b,APPROVED,Not Applicable,2025-05-05T10:14:10.345000Z,2025-05-05T10:33:43.913000Z,2025-05-05T12:20:15.176000Z,2025-05-05T10:33:44.411948Z,1174.0,CI33ZIL0,103,Dutch,22,Female,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Part-Time
68188fba0fc400cb36ea9e11,671a3b1e13e3bdae0fc17063,APPROVED,Not Applicable,2025-05-05T10:15:26.377000Z,2025-05-05T10:31:30.195000Z,2025-05-05T12:20:15.457000Z,2025-05-05T10:31:30.681926Z,964.0,CI33ZIL0,166,"Turkish, English, Dutch",34,Female,White,Turkey,Netherlands,Turkey,Turkish,Yes,Part-Time
68188fbfc73fe6e3d6d266cf,66ae823701d842e15f1d996d,APPROVED,Not Applicable,2025-05-05T10:15:33.599000Z,2025-05-05T10:24:57.148000Z,2025-05-05T12:20:15.734000Z,2025-05-05T10:24:57.674094Z,564.0,CI33ZIL0,60,Dutch,36,Male,White,Belgium,Belgium,Belgium,Dutch,DATA_EXPIRED,DATA_EXPIRED
681890207b43c68bfd15215c,5f3151777dbdaa6148ce7f97,APPROVED,Not Applicable,2025-05-05T10:17:04.756000Z,2025-05-05T10:30:40.082000Z,2025-05-05T12:20:16.021000Z,2025-05-05T10:30:40.574538Z,816.0,CI33ZIL0,780,Dutch,64,Female,White,Netherlands,Netherlands,Netherlands,Dutch,No,Part-Time
68189087341c0d430eadf8cf,66351b65696268dec18a633d,APPROVED,Not Applicable,2025-05-05T10:18:50.289000Z,2025-05-05T10:28:59.757000Z,2025-05-05T12:20:16.299000Z,2025-05-05T10:29:00.180392Z,610.0,CI33ZIL0,280,Dutch,27,Male,White,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,Part-Time
681891e7e0ae8e688ff7fd49,609c12595fa0106f297a3183,APPROVED,Not Applicable,2025-05-05T10:24:44.549000Z,2025-05-05T10:58:54.861000Z,2025-05-05T12:20:16.574000Z,2025-05-05T10:58:55.416986Z,2051.0,CI33ZIL0,99,Dutch,23,Female,DATA_EXPIRED,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,Part-Time
6818922d94139e23b7e31ad8,60fd1a1623ab7bbd173b3406,APPROVED,Not Applicable,2025-05-05T10:25:49.943000Z,2025-05-05T10:44:36.826000Z,2025-05-05T12:20:16.831000Z,2025-05-05T10:44:37.287162Z,1127.0,CI33ZIL0,337,"Dutch, English",29,Female,White,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,DATA_EXPIRED
6818927923ece90f671e3175,67178ed32e9cc8c331d63a3c,APPROVED,Not Applicable,2025-05-05T10:27:12.324000Z,2025-05-05T10:44:48.111000Z,2025-05-05T12:20:17.177000Z,2025-05-05T10:44:48.558494Z,1056.0,CI33ZIL0,273,"Dutch, English",26,Male,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Part-Time
6818929b91accae732cf36d7,5b6741fcdc84c60001740b49,REJECTED,Not Applicable,2025-05-05T10:27:49.002000Z,2025-05-05T10:43:51.391000Z,2025-05-05T12:16:19.036000Z,2025-05-06T13:30:43.878184Z,963.0,CI33ZIL0,86,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681893e59ea52d96a821ff4b,66ab8a0a26ff0445a7c29618,APPROVED,Not Applicable,2025-05-05T10:33:12.910000Z,2025-05-05T10:43:09.317000Z,2025-05-05T12:20:19.228000Z,2025-05-05T10:43:09.809577Z,597.0,CI33ZIL0,205,Dutch,25,Male,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Unemployed (and job seeking)
681893f7bed42335030f0cb1,65526a99cea08bbc02631734,APPROVED,Not Applicable,2025-05-05T10:33:33.742000Z,2025-05-05T10:42:40.417000Z,2025-05-05T12:20:19.826000Z,2025-05-05T10:42:40.984678Z,547.0,CI33ZIL0,512,"Dutch, Other",38,Male,White,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,DATA_EXPIRED
681894306da78b8f9df64292,63c57e1b5d47280f5ce04622,APPROVED,Not Applicable,2025-05-05T10:34:27.432000Z,2025-05-05T10:52:03.917000Z,2025-05-05T12:20:20.126000Z,2025-05-05T10:52:04.386468Z,1057.0,CI33ZIL0,216,"Dutch, English",27,Male,White,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,DATA_EXPIRED
681895a5bbc263815418c5ee,60ec304ac6909e80555da6bb,APPROVED,Not Applicable,2025-05-05T10:40:40.006000Z,2025-05-05T10:53:09.774000Z,2025-05-05T12:20:20.432000Z,2025-05-05T10:53:10.372728Z,750.0,CI33ZIL0,92,Dutch,41,Female,White,Belgium,Belgium,Belgium,Dutch,DATA_EXPIRED,DATA_EXPIRED
681896970e0dc67ab947cd86,60fb1a37aed0ed237e6c4d41,APPROVED,Not Applicable,2025-05-05T10:44:45.244000Z,2025-05-05T11:05:53.229000Z,2025-05-05T12:20:20.690000Z,2025-05-05T11:05:53.685448Z,1268.0,CI33ZIL0,410,"Arabic, English, Dutch",43,Male,Other,Egypt,Netherlands,Egypt,Arabic,No,Full-Time
68189755955083da5ca55e65,65abbd5488afb265041631ee,APPROVED,Not Applicable,2025-05-05T10:47:54.509000Z,2025-05-05T11:01:09.653000Z,2025-05-05T12:20:20.945000Z,2025-05-05T11:01:10.148786Z,796.0,CI33ZIL0,194,Dutch,32,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
681897ae957f1dee9ab00e3c,5bd4547f979dd2000139f98e,APPROVED,Not Applicable,2025-05-05T10:49:23.762000Z,2025-05-05T10:57:42.207000Z,2025-05-05T12:20:21.238000Z,2025-05-05T10:57:42.678520Z,499.0,CI33ZIL0,773,"English, Dutch, Japanese",25,Female,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Part-Time
681897d3fdd1abdc87ea552d,673e66683243bb7c85a17b5a,APPROVED,Not Applicable,2025-05-05T10:49:59.441000Z,2025-05-05T11:02:44.270000Z,2025-05-05T12:20:21.557000Z,2025-05-05T11:02:44.707498Z,765.0,CI33ZIL0,174,Dutch,19,Male,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Part-Time
6818982061d8b581bea39dbf,656707140a113169e92d7a4c,RETURNED,Not Applicable,2025-05-05T10:51:16.080000Z,,,2025-05-06T13:30:43.881789Z,,,193,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6818983767b56fe5b9830d9f,63d4dc9a970a005cd8740bf8,REJECTED,Not Applicable,2025-05-05T10:51:39.641000Z,2025-05-05T10:58:57.228000Z,2025-05-05T12:10:42.875000Z,2025-05-06T13:30:43.881533Z,438.0,CI33ZIL0,310,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6818984fcf12a54c85ff8b31,6644bb68f211662db6b813ee,RETURNED,Not Applicable,2025-05-05T10:52:41.309000Z,,,2025-05-06T13:30:43.884285Z,,,256,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681899e3b817d1312a0d5e73,665ff09f5d6ff70e56234791,APPROVED,Not Applicable,2025-05-05T10:58:43.402000Z,2025-05-05T11:09:11.303000Z,2025-05-05T12:20:21.850000Z,2025-05-05T11:09:12.015960Z,628.0,CI33ZIL0,381,Dutch,55,Female,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
6818adda357017f9f35cfdeb,66ab9815f0a7b4cf3d77e3df,APPROVED,Not Applicable,2025-05-05T12:23:58.628000Z,2025-05-05T12:42:28.975000Z,2025-05-06T08:19:37.229000Z,2025-05-05T12:42:29.552251Z,1111.0,CI33ZIL0,40,Dutch,24,Female,Mixed,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
6818ae1837d5fc76b61cd794,5f28018b602953062b0bd945,APPROVED,Not Applicable,2025-05-05T12:25:00.965000Z,2025-05-05T12:34:26.810000Z,2025-05-06T08:19:37.666000Z,2025-05-05T12:34:27.298110Z,566.0,CI33ZIL0,161,"Dutch, English",27,Male,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Unemployed (and job seeking)
6818ae19a044b80895c51bcf,6741cd8dce2366e6441432b8,APPROVED,Not Applicable,2025-05-05T12:25:13.605000Z,2025-05-05T12:58:56.763000Z,2025-05-06T08:19:38.024000Z,2025-05-05T12:58:57.971912Z,2024.0,CI33ZIL0,26,Dutch,53,Female,Asian,Philippines,Netherlands,Netherlands,Dutch,No,Unemployed (and job seeking)
6818aeda501f3581ddbd4a66,5fa09b1a9f03e2111872175c,APPROVED,Not Applicable,2025-05-05T12:28:14.702000Z,2025-05-05T12:35:47.313000Z,2025-05-06T08:19:38.463000Z,2025-05-05T12:35:47.995304Z,453.0,CI33ZIL0,264,Dutch,32,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
6818aedced4ae57a76090c7f,656998a1d2d8b1331551082c,APPROVED,Not Applicable,2025-05-05T12:28:16.190000Z,2025-05-05T12:39:28.898000Z,2025-05-06T08:19:38.899000Z,2025-05-05T12:39:29.435608Z,673.0,CI33ZIL0,181,Dutch,41,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
6818aeecbdef7bcf6a113273,6658fdb12264800e1db0f59f,APPROVED,Not Applicable,2025-05-05T12:28:31.564000Z,2025-05-05T12:51:21.486000Z,2025-05-06T08:19:39.310000Z,2025-05-05T12:51:22.010745Z,1370.0,CI33ZIL0,108,"English, Dutch, Hindi, Tamil, Telugu",28,Female,Asian,India,Netherlands,India,English,No,Unemployed (and job seeking)
6818afa0e16879cd5110c1f4,5ef124f85136283a5d8b2c59,RETURNED,Not Applicable,2025-05-05T12:31:32.408000Z,,,2025-05-06T13:30:43.888946Z,,,455,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6818afc2cf12a54c85ff8d9f,602eb3b80f39e6aa2ab2f3e2,APPROVED,Not Applicable,2025-05-05T12:32:07.413000Z,2025-05-05T13:16:45.440000Z,2025-05-06T08:19:39.762000Z,2025-05-05T13:16:46.007332Z,2679.0,CI33ZIL0,315,Dutch,26,Male,White,Belgium,Belgium,Belgium,Dutch,No,Unemployed (and job seeking)
6818b04e527cfea052f45290,63d187501b04c6fb0697f2b5,RETURNED,Not Applicable,2025-05-05T12:34:25.903000Z,,,2025-05-06T13:30:43.888701Z,,,363,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6818b063cfd9f0f8e33671f1,6105c9c80b386c490cb4ba5a,RETURNED,Not Applicable,2025-05-05T12:34:47.889000Z,,,2025-05-06T13:30:43.894075Z,,,63,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6818b154381dcee59c92993a,665f20fd4440ce3422ec6bf3,APPROVED,Not Applicable,2025-05-05T12:38:47.886000Z,2025-05-05T12:52:14.050000Z,2025-05-06T08:19:40.195000Z,2025-05-05T12:52:14.592927Z,807.0,CI33ZIL0,76,Dutch,24,Male,White,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,DATA_EXPIRED
6818b17326ce10c673c42fec,661bd3b686d6cae154e826f7,APPROVED,Not Applicable,2025-05-05T12:39:15.505000Z,2025-05-05T12:49:12.467000Z,2025-05-06T08:19:40.605000Z,2025-05-05T12:49:12.995278Z,597.0,CI33ZIL0,44,Dutch,22,Female,White,Belgium,Belgium,Belgium,Dutch,Yes,Part-Time
6818b1804c05d44383207b55,636389377bbb1864b233a6fb,APPROVED,Not Applicable,2025-05-05T12:39:44.416000Z,2025-05-05T12:49:23.258000Z,2025-05-06T08:19:41.011000Z,2025-05-05T12:49:23.811332Z,579.0,CI33ZIL0,581,Dutch,24,Female,Mixed,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,DATA_EXPIRED
6818b1c72af5657095bda5df,663ca4ebf159a2f427dbe5c2,APPROVED,Not Applicable,2025-05-05T12:40:42.238000Z,2025-05-05T12:51:22.377000Z,2025-05-06T08:19:41.444000Z,2025-05-05T12:51:22.874157Z,641.0,CI33ZIL0,258,Dutch,34,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
6818b25de508cbf9fb54e03b,5bfad9ddf0107e0001823a4f,APPROVED,Not Applicable,2025-05-05T12:43:14.315000Z,2025-05-05T12:50:48.845000Z,2025-05-06T08:19:41.882000Z,2025-05-05T12:50:49.329666Z,455.0,CI33ZIL0,212,Dutch,27,Male,White,Belgium,Belgium,Belgium,Dutch,No,Full-Time
6818b351816f78ef61434db3,6542675dd94cab4a2b4cac38,APPROVED,Not Applicable,2025-05-05T12:47:16.526000Z,2025-05-05T12:59:19.972000Z,2025-05-06T08:19:42.299000Z,2025-05-05T12:59:20.481274Z,724.0,CI33ZIL0,52,"Dutch, English",31,Male,Mixed,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
6818b37d3fd44444c391a8b4,666d86351c3825fa5271b65e,APPROVED,Not Applicable,2025-05-05T12:48:08.277000Z,2025-05-05T13:14:02.908000Z,2025-05-06T08:19:42.755000Z,2025-05-05T13:14:03.449562Z,1555.0,CI33ZIL0,196,"Turkish, English, Dutch",36,Female,Other,Turkey,Netherlands,Netherlands,Turkish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6818b424bfe464cb18de325e,5f949261b23c792dafe395bc,APPROVED,Not Applicable,2025-05-05T12:50:47.129000Z,2025-05-05T13:05:22.390000Z,2025-05-06T08:19:43.168000Z,2025-05-05T13:05:23.137567Z,876.0,CI33ZIL0,957,"Dutch, English, German, Polish",28,Female,White,Poland,Netherlands,Poland,Polish,No,Full-Time
6818b4ef773c52d4470e4d73,646e77b7e955663ad7597acc,APPROVED,Not Applicable,2025-05-05T12:54:12.159000Z,2025-05-05T13:16:57.100000Z,2025-05-06T08:19:43.601000Z,2025-05-05T13:16:57.547306Z,1365.0,CI33ZIL0,278,"English, Dutch",26,Female,Asian,Netherlands,Netherlands,Netherlands,Dutch,No,Part-Time
6818b521764622295a6ecea6,664362c10f229854ba056529,APPROVED,Not Applicable,2025-05-05T12:54:57.437000Z,2025-05-05T13:06:35.171000Z,2025-05-06T08:19:44.067000Z,2025-05-05T13:06:35.733330Z,698.0,CI33ZIL0,162,Dutch,34,Female,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
6818b523eece4382c67159c3,65cf6ab15bf8707472e097cb,APPROVED,Not Applicable,2025-05-05T12:54:59.484000Z,2025-05-05T13:06:29.022000Z,2025-05-06T08:19:45.069000Z,2025-05-05T13:06:29.622027Z,690.0,CI33ZIL0,343,"English, Dutch, Macedonian",39,Female,White,Macedonia,Netherlands,Macedonia,Macedonian,No,Part-Time
6818b52bf42d746c7e86a6aa,5f91fc2917fdf10fbc6a67a0,APPROVED,Not Applicable,2025-05-05T12:55:07.591000Z,2025-05-05T13:05:31.095000Z,2025-05-06T08:19:45.481000Z,2025-05-05T13:05:31.558665Z,624.0,CI33ZIL0,299,Dutch,27,Female,White,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,DATA_EXPIRED
6818b5fc684691947f5a88ff,611198b265a318ccc8cdc397,APPROVED,Not Applicable,2025-05-05T12:58:39.333000Z,2025-05-05T13:24:29.637000Z,2025-05-06T08:19:45.861000Z,2025-05-05T13:24:30.050046Z,1551.0,CI33ZIL0,452,Dutch,23,Female,White,Belgium,Belgium,Belgium,Dutch,Yes,Other
